"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Aslam, A.R.; Hafeez, N.; Heidari, H.; Altaf, M.A.B.","Aslam, Abdul Rehman (57209202471); Hafeez, Nauman (57192411395); Heidari, H. (55880118300); Altaf, Muhammad Awais Bin (27367503000)","57209202471; 57192411395; 55880118300; 27367503000","Channels and Features Identification: A Review and a Machine-Learning Based Model With Large Scale Feature Extraction for Emotions and ASD Classification","2022","Frontiers in Neuroscience","16","","844851","","","15","10.3389/fnins.2022.844851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135457965&doi=10.3389%2Ffnins.2022.844851&partnerID=40&md5=1b169e9deca0ac0497793312fe9998a0","Department of Electrical Engineering, Lahore University of Management Sciences, Lahore, Punjab, Pakistan; University of Glasgow, Glasgow, Scotland, United Kingdom; Department of Computer Engineering, University of Engineering and Technology Taxila, Taxila, Punjab, Pakistan; Institute of Environment, Brunel University London, Uxbridge, Middlesex, United Kingdom","Aslam, Abdul Rehman, Department of Electrical Engineering, Lahore University of Management Sciences, Lahore, Punjab, Pakistan, University of Glasgow, Glasgow, Scotland, United Kingdom, Department of Computer Engineering, University of Engineering and Technology Taxila, Taxila, Punjab, Pakistan; Hafeez, Nauman, Institute of Environment, Brunel University London, Uxbridge, Middlesex, United Kingdom; Heidari, H., University of Glasgow, Glasgow, Scotland, United Kingdom; Altaf, Muhammad Awais Bin, Department of Electrical Engineering, Lahore University of Management Sciences, Lahore, Punjab, Pakistan","A.R. Aslam; Department of Electrical Engineering, Lahore University of Management Sciences, Lahore, Pakistan; email: arehman.aslam@uettaxila.edu.pk","","Frontiers Media S.A.","16624548","","","","English","Front. Neurosci.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85135457965"
"Han, Y.; Rizzo, D.M.; Hanley, J.P.; Coderre, E.L.; Prelock, P.A.","Han, Yu (59100319400); Rizzo, Donna M. (7005922424); Hanley, John P. (56719202300); Coderre, Emily L. (23766742900); Prelock, Patricia Ann (6701577687)","59100319400; 7005922424; 56719202300; 23766742900; 6701577687","Identifying neuroanatomical and behavioral features for autism spectrum disorder diagnosis in children using machine learning","2022","PLoS ONE","17","7 July","e0269773","","","14","10.1371/journal.pone.0269773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133709846&doi=10.1371%2Fjournal.pone.0269773&partnerID=40&md5=63557c21d1da518276cd58dfcc2b5358","Department of Communication Sciences and Disorders, The University of Vermont, Burlington, VT, United States; College of Engineering and Mathematical Sciences, Burlington, VT, United States; University of Vermont Larner College of Medicine, Burlington, VT, United States","Han, Yu, Department of Communication Sciences and Disorders, The University of Vermont, Burlington, VT, United States; Rizzo, Donna M., College of Engineering and Mathematical Sciences, Burlington, VT, United States; Hanley, John P., University of Vermont Larner College of Medicine, Burlington, VT, United States; Coderre, Emily L., Department of Communication Sciences and Disorders, The University of Vermont, Burlington, VT, United States; Prelock, Patricia Ann, Department of Communication Sciences and Disorders, The University of Vermont, Burlington, VT, United States","Y. Han; Department of Communication Sciences and Disorders, University of Vermont, Burlington, United States; email: yhan@broadinstitute.org","","Public Library of Science","","","POLNC","35797364","English","PLoS ONE","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85133709846"
"Nagae, T.; Lee, J.","Nagae, Taisuke (57343291400); Lee, Jaeryoung (55441729400)","57343291400; 55441729400","Understanding Emotions in Children with Developmental Disabilities during Robot Therapy Using EDA","2022","Sensors","22","14","5116","","","11","10.3390/s22145116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133508620&doi=10.3390%2Fs22145116&partnerID=40&md5=8fc8a64889ed2eb7b2926552d48c8d5e","Department of Robotic Science and Technology, Chubu University, Kasugai, Aichi, Japan","Nagae, Taisuke, Department of Robotic Science and Technology, Chubu University, Kasugai, Aichi, Japan; Lee, Jaeryoung, Department of Robotic Science and Technology, Chubu University, Kasugai, Aichi, Japan","J. Lee; Department of Robotic Science and Technology, Chubu University, Kasugai, 487-8501, Japan; email: jaeryounglee@isc.chubu.ac.jp","","MDPI","14248220","","","35890792","English","Sensors","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85133508620"
"Vallefuoco, E.; Bravaccio, C.; Gison, G.; Pecchia, L.; Pepino, A.","Vallefuoco, Ersilia (57194871725); Bravaccio, Carmela (6603209429); Gison, Giovanna (55803626000); Pecchia, Leandro (35746897300); Pepino, Alessandro (8763738900)","57194871725; 6603209429; 55803626000; 35746897300; 8763738900","Personalized Training via Serious Game to Improve Daily Living Skills in Pediatric Patients With Autism Spectrum Disorder","2022","IEEE Journal of Biomedical and Health Informatics","26","7","","3312","3322","37","10.1109/JBHI.2022.3155367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125734282&doi=10.1109%2FJBHI.2022.3155367&partnerID=40&md5=48aae143155c48455d259688343fd4a1","Università degli Studi di Napoli Federico II, Naples, NA, Italy; Department of Translational Medical Sciences, Università degli Studi di Napoli Federico II, Naples, NA, Italy; Department of Mental and Physical Health and Preventive Medicine, Università degli Studi della Campania Luigi Vanvitelli, Naples, NA, Italy; Faculty of Science, Engineering and Medicine, Coventry, West Midlands, United Kingdom; Department of Electrical Engineering and Information Technology, Università degli Studi di Napoli Federico II, Naples, NA, Italy","Vallefuoco, Ersilia, Università degli Studi di Napoli Federico II, Naples, NA, Italy; Bravaccio, Carmela, Department of Translational Medical Sciences, Università degli Studi di Napoli Federico II, Naples, NA, Italy; Gison, Giovanna, Department of Mental and Physical Health and Preventive Medicine, Università degli Studi della Campania Luigi Vanvitelli, Naples, NA, Italy; Pecchia, Leandro, Faculty of Science, Engineering and Medicine, Coventry, West Midlands, United Kingdom; Pepino, Alessandro, Department of Electrical Engineering and Information Technology, Università degli Studi di Napoli Federico II, Naples, NA, Italy","E. Vallefuoco; University of Naples Federico II, SInAPSi Centre, Naples, 80126, Italy; email: ersilia.vallefuoco@unina.it","","Institute of Electrical and Electronics Engineers Inc.","21682194","","ITIBF","35230960","English","IEEE J. Biomedical Health Informat.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85125734282"
"Mayor-Torres, J.M.; Clarkson, T.; Hauschild, K.M.; Luhmann, C.C.; Lerner, M.D.; Riccardi, G.","Mayor-Torres, Juan Manuel (57037770000); Clarkson, Tessa W. (57204681721); Hauschild, Kathryn M. (57210943190); Luhmann, Christian C. (6505773374); Lerner, Matthew D. (35758747900); Riccardi, Giuseppe (56231482300)","57037770000; 57204681721; 57210943190; 6505773374; 35758747900; 56231482300","Facial Emotions Are Accurately Encoded in the Neural Signal of Those With Autism Spectrum Disorder: A Deep Learning Approach","2022","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","7","7","","688","695","39","10.1016/j.bpsc.2021.03.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108551819&doi=10.1016%2Fj.bpsc.2021.03.015&partnerID=40&md5=c84d05ae0eecc43d3490a16be624e303","Department of Computer Science and Information Engineering, Università di Trento, Trento, TN, Italy; Temple University, Philadelphia, PA, United States; Stony Brook University, Stony Brook, NY, United States; Stony Brook University, Stony Brook, NY, United States; Department of Psychology, University of Virginia, Charlottesville, VA, United States","Mayor-Torres, Juan Manuel, Department of Computer Science and Information Engineering, Università di Trento, Trento, TN, Italy; Clarkson, Tessa W., Temple University, Philadelphia, PA, United States; Hauschild, Kathryn M., Stony Brook University, Stony Brook, NY, United States; Luhmann, Christian C., Stony Brook University, Stony Brook, NY, United States, Stony Brook University, Stony Brook, NY, United States; Lerner, Matthew D., Stony Brook University, Stony Brook, NY, United States, Department of Psychology, University of Virginia, Charlottesville, VA, United States; Riccardi, Giuseppe, Department of Computer Science and Information Engineering, Università di Trento, Trento, TN, Italy","T. Clarkson; Department of Psychology, Temple University, Philadelphia; email: tessa.clarkson@temple.edu","","Elsevier Inc.","24519022","","","33862256","English","Biol. Psychiatry Cogn. Neurosci. Neuroimaging","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85108551819"
"Liu, J.; Liu, C.; Gao, Z.; Zhou, L.; Gao, J.; Luo, Y.; Liu, T.; Fan, X.","Liu, Jiayin (57553115000); Liu, Chuanqi (57552192300); Gao, Zhanyuan (57553352600); Zhou, Lianyu (58038667200); Gao, Junwei (55986279800); Luo, Yi (57226380019); Liu, Tianyao (57200560415); Fan, Xiaotang (7403394067)","57553115000; 57552192300; 57553352600; 58038667200; 55986279800; 57226380019; 57200560415; 7403394067","GW4064 Alters Gut Microbiota Composition and Counteracts Autism-Associated Behaviors in BTBR T+tf/J Mice","2022","Frontiers in Cellular and Infection Microbiology","12","","911259","","","10","10.3389/fcimb.2022.911259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133674621&doi=10.3389%2Ffcimb.2022.911259&partnerID=40&md5=93e1ce8d488854ee80656dd87ee2824f","Department of Military Psychology, Army Medical University, Chongqing, China; Army Medical University, Chongqing, China","Liu, Jiayin, Department of Military Psychology, Army Medical University, Chongqing, China, Army Medical University, Chongqing, China; Liu, Chuanqi, Department of Military Psychology, Army Medical University, Chongqing, China, Army Medical University, Chongqing, China; Gao, Zhanyuan, Department of Military Psychology, Army Medical University, Chongqing, China, Army Medical University, Chongqing, China; Zhou, Lianyu, Department of Military Psychology, Army Medical University, Chongqing, China, Army Medical University, Chongqing, China; Gao, Junwei, Department of Military Psychology, Army Medical University, Chongqing, China; Luo, Yi, Department of Military Psychology, Army Medical University, Chongqing, China; Liu, Tianyao, Department of Military Psychology, Army Medical University, Chongqing, China; Fan, Xiaotang, Department of Military Psychology, Army Medical University, Chongqing, China","T. Liu; Department of Military Cognitive Psychology, School of Psychology, Third Military Medical University (Army Medical University, Chongqing, China; email: squall277@163.com; X. Fan; Department of Military Cognitive Psychology, School of Psychology, Third Military Medical University (Army Medical University, Chongqing, China; email: fanxiaotang2005@163.com","","Frontiers Media S.A.","","","","35811667","English","Front. Cell. Infect. Microbiol.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85133674621"
"Kar, K.","Kar, Kohitij (36130401700)","36130401700","A Computational Probe into the Behavioral and Neural Markers of Atypical Facial Emotion Processing in Autism","2022","Journal of Neuroscience","42","25","","5115","5126","6","10.1523/JNEUROSCI.2229-21.2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133101224&doi=10.1523%2FJNEUROSCI.2229-21.2022&partnerID=40&md5=fa46f8da0ef1034440cb97096c1c43af","McGovern Institute, Cambridge, MA, United States; Center for Brains, Massachusetts Institute of Technology, Cambridge, MA, United States","Kar, Kohitij, McGovern Institute, Cambridge, MA, United States, Center for Brains, Massachusetts Institute of Technology, Cambridge, MA, United States","K. Kar; McGovern Institute for Brain Research, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, 01239, United States; email: kohitij@mit.edu","","Society for Neuroscience","02706474","","JNRSD","35705489","English","J. Neurosci.","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85133101224"
"Bustos-Valenzuela, P.; Romeo, A.; Boxhoorn, S.; Helfer, B.; Freitag, C.M.; Asherson, P.; Supér, H.","Bustos-Valenzuela, Patricia (57215424456); Romeo, August (36640294800); Boxhoorn, Sara (57204214121); Helfer, Bartosz (55266674600); Freitag, Christine Margarete (7003868143); Asherson, Philip J.E. (35402700900); Supér, Hans (7004603878)","57215424456; 36640294800; 57204214121; 55266674600; 7003868143; 35402700900; 7004603878","Atypical cognitive vergence responses in children with attention deficit hyperactivity disorder but not with autism spectrum disorder in a facial emotion recognition task","2022","Psychiatry Research Communications","2","2","100045","","","5","10.1016/j.psycom.2022.100045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168615588&doi=10.1016%2Fj.psycom.2022.100045&partnerID=40&md5=9d5c7b74ace75532d397675913447553","Department of Cognition, Universitat de Barcelona, Barcelona, Barcelona, Spain; School of Psychology, Universidad de Valparaiso, Valparaiso, VS, Chile; Department of Child and Adolescent Psychiatry, Universitätsklinikum Frankfurt, Frankfurt am Main, Hessen, Germany; Genetic & Developmental Psychiatry Centre, King's College London, London, United Kingdom; National Heart and Lung Institute, London, United Kingdom; Institute of Psychology, University of Wrocław, Wroclaw, Lower Silesian, Poland; Universitat de Barcelona, Barcelona, Barcelona, Spain; Braingaze SL, Mataro, Barcelona, Spain; Institut de Recerca Sant Joan de Déu, Barcelona, Catalonia, Spain; Institució Catalana de Recerca i Estudis Avançats, Barcelona, Barcelona, Spain","Bustos-Valenzuela, Patricia, Department of Cognition, Universitat de Barcelona, Barcelona, Barcelona, Spain, School of Psychology, Universidad de Valparaiso, Valparaiso, VS, Chile; Romeo, August, Department of Cognition, Universitat de Barcelona, Barcelona, Barcelona, Spain; Boxhoorn, Sara, Department of Child and Adolescent Psychiatry, Universitätsklinikum Frankfurt, Frankfurt am Main, Hessen, Germany; Helfer, Bartosz, Genetic & Developmental Psychiatry Centre, King's College London, London, United Kingdom, National Heart and Lung Institute, London, United Kingdom, Institute of Psychology, University of Wrocław, Wroclaw, Lower Silesian, Poland; Freitag, Christine Margarete, Department of Child and Adolescent Psychiatry, Universitätsklinikum Frankfurt, Frankfurt am Main, Hessen, Germany; Asherson, Philip J.E., Genetic & Developmental Psychiatry Centre, King's College London, London, United Kingdom; Supér, Hans, Department of Cognition, Universitat de Barcelona, Barcelona, Barcelona, Spain, Universitat de Barcelona, Barcelona, Barcelona, Spain, Braingaze SL, Mataro, Barcelona, Spain, Institut de Recerca Sant Joan de Déu, Barcelona, Catalonia, Spain, Institució Catalana de Recerca i Estudis Avançats, Barcelona, Barcelona, Spain","H. Supèr; Department of Cognition, Development and Educational Psychology, University of Barcelona, Barcelona, Spain; email: hans.super@icrea.cat","","Elsevier B.V.","","","","","English","Psychiatry Res. Commun.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85168615588"
"Ramirez-Melendez, R.; Matamoros, E.; Hernández-Leo, D.; Mirabel, J.; Sanchez, E.; Escude, N.","Ramirez-Melendez, Rafael (35280935600); Matamoros, Elisabet (57734400700); Hernández-Leo, Davinia (9270541200); Mirabel, Julia (57734213000); Sanchez, Elisabet (57734400800); Escude, Nuria (57200985426)","35280935600; 57734400700; 9270541200; 57734213000; 57734400800; 57200985426","Music-Enhanced Emotion Identification of Facial Emotions in Autistic Spectrum Disorder Children: A Pilot EEG Study","2022","Brain Sciences","12","6","704","","","10","10.3390/brainsci12060704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131697160&doi=10.3390%2Fbrainsci12060704&partnerID=40&md5=881edd2738e11e61de625306ed86891c","Music and Machine Learning Lab, Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain; Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain; Institución Carrilet, Barcelona, Spain; Institut Catalá de Musicoterapia, Barcelona, Spain","Ramirez-Melendez, Rafael, Music and Machine Learning Lab, Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain; Matamoros, Elisabet, Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain; Hernández-Leo, Davinia, Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain; Mirabel, Julia, Institución Carrilet, Barcelona, Spain; Sanchez, Elisabet, Institución Carrilet, Barcelona, Spain; Escude, Nuria, Institut Catalá de Musicoterapia, Barcelona, Spain","R. Ramirez-Melendez; Music and Machine Learning Lab, DTIC, Universitat Pompeu Fabra, Barcelona, 08018, Spain; email: rafael.ramirez@upf.edu","","MDPI","","","","","English","Brain Sci.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85131697160"
"Metcalfe, D.; McKenzie, K.; McCarty, K.; Pollet, T.V.; Murray, G.","Metcalfe, Dale R. (57195349753); McKenzie, Karen (7102726929); McCarty, Kris (49561573800); Pollet, Thomas V. (16231030200); Murray, George Charles (7202037091)","57195349753; 7102726929; 49561573800; 16231030200; 7202037091","An exploration of the impact of contextual information on the emotion recognition ability of autistic adults","2022","International Journal of Psychology","57","3","","433","442","7","10.1002/ijop.12834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124749855&doi=10.1002%2Fijop.12834&partnerID=40&md5=91e1ab8be3b19984d09336a5e87821e4","University of Northumbria, Newcastle, Tyne and Wear, United Kingdom; NHS Lothian, Edinburgh, Scotland, United Kingdom","Metcalfe, Dale R., University of Northumbria, Newcastle, Tyne and Wear, United Kingdom; McKenzie, Karen, University of Northumbria, Newcastle, Tyne and Wear, United Kingdom; McCarty, Kris, University of Northumbria, Newcastle, Tyne and Wear, United Kingdom; Pollet, Thomas V., University of Northumbria, Newcastle, Tyne and Wear, United Kingdom; Murray, George Charles, NHS Lothian, Edinburgh, Scotland, United Kingdom","D. Metcalfe; Northumbria University, Newcastle upon Tyne, United Kingdom; email: dale.r.metcalfe@northumbria.ac.uk","","John Wiley and Sons Inc","00207594","","","35157320","English","Int. J. Psychol.","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85124749855"
"Sayis, B.; Ramirez-Melendez, R.; Pares, N.","Sayis, Batuhan (57203517032); Ramirez-Melendez, Rafael (35280935600); Pares, Narcis (55939174600)","57203517032; 35280935600; 55939174600","Mixed reality or LEGO game play? Fostering social interaction in children with Autism","2022","Virtual Reality","26","2","","771","787","20","10.1007/s10055-021-00580-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115379231&doi=10.1007%2Fs10055-021-00580-9&partnerID=40&md5=076ca81edb3251fde5c1eb407cae04db","Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain","Sayis, Batuhan, Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain; Ramirez-Melendez, Rafael, Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain; Pares, Narcis, Universitat Pompeu Fabra Barcelona, Barcelona, Barcelona, Spain","B. Sayis; Department of Information and Communication Technologies, Universitat Pompeu Fabra, Barcelona, Spain; email: batuhan.sayis@upf.edu","","Springer Science and Business Media Deutschland GmbH","13594338","9781614702467","","","English","Virtual Reality","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85115379231"
"Atherton, G.; Cross, L.","Atherton, Gray (57196051426); Cross, Liam (57192945938)","57196051426; 57192945938","Reading the mind in cartoon eyes: Comparing human versus cartoon emotion recognition in those with high and low levels of autistic traits","2022","Psychological Reports","125","3","","1380","1396","15","10.1177/0033294120988135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102489808&doi=10.1177%2F0033294120988135&partnerID=40&md5=53b8dfceae114e8b0b11eea60e47651a","Department of Psychology, Edge Hill University, Ormskirk, Lancashire, United Kingdom","Atherton, Gray, Department of Psychology, Edge Hill University, Ormskirk, Lancashire, United Kingdom; Cross, Liam, Department of Psychology, Edge Hill University, Ormskirk, Lancashire, United Kingdom","G. Atherton; Department of Psychology, Edge Hill University, Ormskirk, United Kingdom; email: gray.s.atherton@vanderbilt.edu","","SAGE Publications Inc.","00332941","","PYRTA","33715510","English","Psychol. Rep.","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85102489808"
"Savard, M.-A.; Sares, A.G.; Coffey, E.B.J.; Deroche, M.L.D.","Savard, Marie Anick (57196979039); Sares, Anastasia G. (26636008900); Coffey, Emily Beatrice Jane (35781639300); Deroche, Mickael L.D. (54392301200)","57196979039; 26636008900; 35781639300; 54392301200","Specificity of Affective Responses in Misophonia Depends on Trigger Identification","2022","Frontiers in Neuroscience","16","","879583","","","27","10.3389/fnins.2022.879583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132247401&doi=10.3389%2Ffnins.2022.879583&partnerID=40&md5=0a63b89b91a4290ea1d60f8ff59b2cad","Concordia University, Montreal, QC, Canada; Laboratory for Brain, Laboratoire international de recherche sur le cerveau, la musique et le son, Montreal, Montreal, QC, Canada; Language, Centre for Research on Brain, Montreal, QC, Canada","Savard, Marie Anick, Concordia University, Montreal, QC, Canada, Laboratory for Brain, Laboratoire international de recherche sur le cerveau, la musique et le son, Montreal, Montreal, QC, Canada, Language, Centre for Research on Brain, Montreal, QC, Canada; Sares, Anastasia G., Concordia University, Montreal, QC, Canada, Laboratory for Brain, Laboratoire international de recherche sur le cerveau, la musique et le son, Montreal, Montreal, QC, Canada, Language, Centre for Research on Brain, Montreal, QC, Canada; Coffey, Emily Beatrice Jane, Concordia University, Montreal, QC, Canada, Laboratory for Brain, Laboratoire international de recherche sur le cerveau, la musique et le son, Montreal, Montreal, QC, Canada, Language, Centre for Research on Brain, Montreal, QC, Canada; Deroche, Mickael L.D., Concordia University, Montreal, QC, Canada, Laboratory for Brain, Laboratoire international de recherche sur le cerveau, la musique et le son, Montreal, Montreal, QC, Canada, Language, Centre for Research on Brain, Montreal, QC, Canada","M.-A. Savard; Department of Psychology, Concordia University, Montreal, Canada; email: marieanick.savard@concordia.ca","","Frontiers Media S.A.","16624548","","","","English","Front. Neurosci.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85132247401"
"Feng, H.; Mahoor, M.H.; DIno, F.","Feng, Huanghao (56025771300); Mahoor, Mohammd H. (8423254700); DIno, Francesca Rose (57215559387)","56025771300; 8423254700; 57215559387","A Music-Therapy Robotic Platform for Children With Autism: A Pilot Study","2022","Frontiers in Robotics and AI","9","","855819","","","30","10.3389/frobt.2022.855819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131892650&doi=10.3389%2Ffrobt.2022.855819&partnerID=40&md5=465611c14bff001d46f364034bbfb40f","Changshu Institute of Technology, Changshu, Jiangsu, China; Computer Vision and Social Robotics Labarotory, Daniel Felix Ritchie School of Engineering & Computer Science, Denver, CO, United States","Feng, Huanghao, Changshu Institute of Technology, Changshu, Jiangsu, China; Mahoor, Mohammd H., Computer Vision and Social Robotics Labarotory, Daniel Felix Ritchie School of Engineering & Computer Science, Denver, CO, United States; DIno, Francesca Rose, Computer Vision and Social Robotics Labarotory, Daniel Felix Ritchie School of Engineering & Computer Science, Denver, CO, United States","M.H. Mahoor; Computer Vision and Social Robotics Labarotory, Department of Electrical and Computer Engineering, University of Denver, Denver, United States; email: mmahoor@du.edu","","Frontiers Media S.A.","","","","","English","Front. Robot. AI","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85131892650"
"Dollion, N.; Grandgeorge, M.; Saint-Amour, D.; Hosein Poitras Loewen, A.; François, N.; Fontaine, N.M.G.; Champagne, N.; Plusquellec, P.","Dollion, Nicolas (56557079400); Grandgeorge, Marine (35169390000); Saint-Amour, Dave (6508282394); Hosein Poitras Loewen, Anthony (57735619500); François, Nathe (55621454300); Fontaine, Nathalie M.G. (23977946500); Champagne, Noël (35572813600); Plusquellec, Pierrich (15744455600)","56557079400; 35169390000; 6508282394; 57735619500; 55621454300; 23977946500; 35572813600; 15744455600","Emotion Facial Processing in Children With Autism Spectrum Disorder: A Pilot Study of the Impact of Service Dogs","2022","Frontiers in Psychology","13","","869452","","","16","10.3389/fpsyg.2022.869452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131759033&doi=10.3389%2Ffpsyg.2022.869452&partnerID=40&md5=2c294deeb2b6bb83c2122c6bfafa99bf","EthoS - Ethologie Animale et Humaine, Rennes, Brittany, France; Laboratoire d’Observation et d’Éthologie Humaine du Québec, Institut Universitaire de Santé Mentale de Montréal, Montreal, QC, Canada; School of Psychoeducation, University of Montreal, Montreal, QC, Canada; Mira Foundation Inc, QC, Canada; Department of Psychology, Université du Québec à Montréal, Montreal, QC, Canada; School of Criminology, University of Montreal, Montreal, QC, Canada; Centre interdisciplinaire de recherche sur le cerveau et l'apprentissage, University of Montreal, Montreal, QC, Canada","Dollion, Nicolas, EthoS - Ethologie Animale et Humaine, Rennes, Brittany, France, Laboratoire d’Observation et d’Éthologie Humaine du Québec, Institut Universitaire de Santé Mentale de Montréal, Montreal, QC, Canada, School of Psychoeducation, University of Montreal, Montreal, QC, Canada, Mira Foundation Inc, QC, Canada; Grandgeorge, Marine, EthoS - Ethologie Animale et Humaine, Rennes, Brittany, France; Saint-Amour, Dave, Department of Psychology, Université du Québec à Montréal, Montreal, QC, Canada; Hosein Poitras Loewen, Anthony, Department of Psychology, Université du Québec à Montréal, Montreal, QC, Canada; François, Nathe, Mira Foundation Inc, QC, Canada; Fontaine, Nathalie M.G., School of Criminology, University of Montreal, Montreal, QC, Canada, Centre interdisciplinaire de recherche sur le cerveau et l'apprentissage, University of Montreal, Montreal, QC, Canada; Champagne, Noël, Mira Foundation Inc, QC, Canada; Plusquellec, Pierrich, Laboratoire d’Observation et d’Éthologie Humaine du Québec, Institut Universitaire de Santé Mentale de Montréal, Montreal, QC, Canada, School of Psychoeducation, University of Montreal, Montreal, QC, Canada, Centre interdisciplinaire de recherche sur le cerveau et l'apprentissage, University of Montreal, Montreal, QC, Canada","N. Dollion; Univ Rennes, Normandie Univ, CNRS, EthoS (Éthologie Animale et Humaine) – UMR, Rennes, 6552, France; email: nicolas.dollion@univ-rennes1.fr","","Frontiers Media S.A.","","","","","English","Front. Psychol.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85131759033"
